Unnamed: 0,Unnamed: 1,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),Under-five mortality rate (per 1000 live births) (SDG 3.2.1).1,Under-five mortality rate (per 1000 live births) (SDG 3.2.1).2,Number of deaths among children under-five,Number of deaths among children under-five.1,Number of deaths among children under-five.2
Cambodia, 1994,118.43 [109.61-127.69],126.15 [116.45-136.21],110.34 [101.72-119.31],48 029 [44 469-51 766],26 152 [24 155-28 221],21 877 [20 175-23 643]
Cambodia, 1993,117.28 [108.51-126.41],125.08 [115.53-135.09],109.04 [100.7-117.91],47 233 [43 721-50 876],25 763 [23 798-27 802],21 470 [19 829-23 196]
Cambodia, 1992,116.49 [107.83-125.62],124.33 [114.83-134.38],108.25 [99.87-117.16],46 376 [42 951-49 993],25 313 [23 387-27 333],21 063 [19 433-22 785]
Cambodia, 1991,116.23 [107.66-125.43],124.15 [114.75-134.24],107.91 [99.61-116.63],45 787 [42 438-49 388],25 019 [23 138-27 031],20 768 [19 180-22 433]
Cambodia, 1990,116.25 [107.5-125.69],124.31 [114.62-134.47],107.83 [99.51-116.82],45 046 [41 684-48 671],24 639 [22 733-26 636],20 407 [18 841-22 103]
Cambodia, 1989,116.29 [107.5-125.6],124.3 [114.79-134.43],107.82 [99.34-116.83],44 672 [41 326-48 228],24 443 [22 575-26 409],20 229 [18 643-21 902]
Cambodia, 1988,116.26 [107.32-125.8],124.14 [114.63-134.56],107.97 [99.3-117.14],44 320 [40 952-47 904],24 234 [22 388-26 241],20 086 [18 485-21 774]
Cambodia, 1987,116.65 [107.39-126.45],124.47 [114.49-135.24],108.46 [99.56-117.69],43 558 [40 148-47 155],23 811 [21 932-25 839],19 747 [18 144-21 408]
Cambodia, 1986,117.62 [108.24-127.59],125.39 [115.15-136.33],109.5 [100.42-119.06],42 856 [39 506-46 411],23 419 [21 548-25 421],19 437 [17 849-21 102]
Cambodia, 1985,119.77 [109.84-130.24],127.49 [116.69-138.94],111.48 [102.09-121.57],42 500 [39 057-46 098],23 234 [21 306-25 229],19 266 [17 669-20 941]
Cambodia, 1984,123.32 [112.76-134.46],131.18 [119.82-143.41],115.06 [104.94-125.76],41 833 [38 384-45 449],22 866 [20 956-24 912],18 967 [17 354-20 673]
Cambodia, 1983,129.77 [118.34-142.11],137.79 [125.48-151.31],121.35 [110.06-133.17],41 013 [37 570-44 694],22 416 [20 514-24 491],18 597 [16 951-20 311]
Cambodia, 1982,140.86 [128.17-154.85],149.16 [135.41-164.39],132.19 [119.71-145.69],40 652 [37 245-44 388],22 204 [20 294-24 295],18 448 [16 813-20 206]
Cambodia, 1981,158.05 [143.38-174.35],166.63 [150.89-184.2],149.08 [134.75-164.67],41 608 [38 107-45 478],22 684 [20 738-24 851],18 924 [17 254-20 733]
Cambodia, 1980,180.47 [162.57-201.35],189.47 [170.33-212.14],171.25 [153.46-191.44],41 095 [37 350-45 415],22 290 [20 230-24 722],18 805 [17 008-20 869]
Cambodia, 1979,206.26 [184.5-232.52],215.75 [192.44-243.66],196.5 [174.96-222.03],,,
Cambodia, 1978,234.16 [207.75-264.88],243.89 [216.18-276.96],223.8 [197.88-253.42],,,
Cambodia, 1977,261.41 [230.03-296.87],271.84 [238.65-309.83],250.29 [219.78-285.21],,,
Cambodia, 1976,286.31 [246.24-334.09],297.4 [255.26-346.78],274.69 [235.85-320.76],,,
Cambodia, 1975,311.38 [250.16-382.52],322.8 [259.02-396.46],299.31 [239.67-367.81],,,
China, 2021,6.93 [6.24-7.69],7.31 [6.55-8.16],6.54 [5.83-7.31],88 271 [79 410-97 889],49 202 [44 183-54 986],39 069 [34 917-43 761]
China, 2020,7.44 [6.85-8.07],7.86 [7.19-8.59],6.99 [6.37-7.64],106 856 [98 356-115 951],59 821 [54 778-65 422],47 035 [42 944-51 534]
China, 2019,7.98 [7.46-8.55],8.44 [7.81-9.1],7.5 [6.94-8.13],125 692 [117 493-134 711],70 459 [65 400-76 230],55 233 [51 169-59 964]
China, 2018,8.58 [8.06-9.13],9.05 [8.43-9.73],8.07 [7.5-8.69],147 807 [138 895-157 318],82 979 [77 394-89 285],64 828 [60 414-69 984]
China, 2017,9.22 [8.68-9.81],9.76 [9.11-10.47],8.65 [8.06-9.3],168 878 [158 997-179 583],95 200 [89 069-102 333],73 678 [68 769-79 373]
China, 2016,9.93 [9.35-10.54],10.53 [9.83-11.29],9.3 [8.66-9.97],178 662 [168 224-189 649],101 103 [94 574-108 627],77 559 [72 455-83 382]
China, 2015,10.71 [10.07-11.37],11.35 [10.59-12.15],10.04 [9.35-10.74],194 088 [182 379-206 058],109 921 [102 862-117 985],84 167 [78 638-90 285]
China, 2014,11.56 [10.88-12.27],12.26 [11.45-13.12],10.81 [10.08-11.58],212 811 [200 259-225 869],120 872 [113 234-129 720],91 939 [85 962-98 689]
China, 2013,12.48 [11.75-13.23],13.25 [12.39-14.17],11.67 [10.87-12.47],231 597 [218 087-245 440],131 850 [123 721-141 475],99 747 [93 234-106 957]
China, 2012,13.48 [12.7-14.3],14.32 [13.41-15.31],12.59 [11.74-13.45],247 511 [233 053-262 436],141 207 [132 612-151 417],106 304 [99 476-113 953]
China, 2011,14.57 [13.74-15.45],15.48 [14.5-16.54],13.6 [12.7-14.53],259 258 [244 453-274 959],148 092 [139 136-158 676],111 166 [104 150-119 100]
China, 2010,15.76 [14.85-16.69],16.75 [15.68-17.87],14.71 [13.75-15.74],280 931 [264 777-297 604],160 618 [150 894-171 939],120 313 [112 866-129 102]
China, 2009,17.05 [16.05-18.08],18.13 [16.97-19.33],15.92 [14.86-17.01],301 837 [284 220-319 976],172 739 [162 289-184 907],129 098 [120 989-138 399]
China, 2008,18.49 [17.38-19.6],19.64 [18.36-20.97],17.27 [16.12-18.46],320 346 [301 104-339 584],183 322 [171 956-196 308],137 024 [128 334-146 933]
China, 2007,20.11 [18.86-21.33],21.34 [19.94-22.77],18.81 [17.56-20.09],340 664 [319 554-361 266],194 827 [182 597-208 489],145 837 [136 590-156 316]
China, 2006,21.95 [20.63-23.26],23.28 [21.78-24.81],20.54 [19.18-21.93],365 822 [343 764-387 513],209 087 [196 163-223 543],156 735 [146 763-167 810]
China, 2005,24.02 [22.59-25.44],25.44 [23.83-27.11],22.51 [21.03-24.05],396 143 [372 606-419 510],226 129 [212 462-241 692],170 014 [159 370-182 103]
China, 2004,26.34 [24.85-27.89],27.86 [26.16-29.66],24.72 [23.14-26.4],430 238 [405 972-455 519],245 237 [230 976-261 849],185 001 [173 771-198 191]
China, 2003,28.86 [27.29-30.6],30.44 [28.65-32.43],27.17 [25.48-29.02],469 931 [444 589-498 218],267 046 [252 055-285 218],202 885 [190 877-217 274]
China, 2002,31.48 [29.77-33.41],33.18 [31.19-35.38],29.71 [27.85-31.74],517 002 [489 082-548 681],293 176 [276 579-313 583],223 826 [210 590-239 808]
China, 2001,34.11 [32.26-36.23],35.93 [33.8-38.32],32.2 [30.23-34.43],576 054 [544 904-611 729],326 245 [307 994-348 899],249 809 [235 315-267 863]
China, 2000,36.68 [34.71-38.92],38.54 [36.24-41.14],34.72 [32.58-37.13],625 578 [592 084-663 606],353 111 [333 021-377 878],272 467 [256 416-292 149]
China, 1999,39.09 [37-41.43],41.05 [38.57-43.84],37.02 [34.74-39.61],663 657 [628 172-703 269],373 907 [352 322-400 085],289 750 [272 699-310 717]
China, 1998,41.35 [39.09-43.83],43.35 [40.64-46.21],39.25 [36.79-41.95],719 909 [680 666-762 823],404 206 [380 099-431 728],315 703 [296 796-338 094]
China, 1997,43.49 [41.04-46.07],45.54 [42.68-48.56],41.29 [38.64-44.14],782 104 [738 269-828 381],438 089 [411 471-467 854],344 015 [322 698-368 345]
China, 1996,45.5 [42.92-48.2],47.56 [44.57-50.78],43.29 [40.5-46.24],850 244 [802 255-900 453],474 452 [445 414-507 149],375 792 [352 281-401 981]
China, 1995,47.37 [44.69-50.24],49.53 [46.38-52.9],45.13 [42.2-48.23],924 438 [872 162-980 187],514 263 [483 080-550 416],410 175 [384 594-439 188]
China, 1994,49.18 [46.39-52.16],51.32 [48.02-54.79],46.94 [43.84-50.23],1 004 482 [947 537-1 064 878],556 124 [521 531-594 727],448 358 [419 743-480 308]
China, 1993,50.81 [47.8-54.06],52.99 [49.53-56.77],48.53 [45.18-52.04],1 087 714 [1 023 591-1 157 103],600 105 [562 042-643 454],487 609 [455 071-523 523]
China, 1992,52.11 [48.75-55.82],54.27 [50.43-58.58],49.89 [46.29-53.8],1 183 488 [1 107 514-1 267 185],649 973 [605 283-702 511],533 515 [496 273-575 817]
China, 1991,53.06 [49.32-57.32],55.21 [51.02-60],50.8 [46.88-55.17],1 357 912 [1 262 864-1 465 929],744 130 [689 107-809 437],613 782 [567 388-667 094]
China, 1990,53.62 [49.49-58.33],55.78 [51.16-60.97],51.35 [47.1-56.23],1 463 975 [1 351 601-1 591 866],800 696 [735 563-876 021],663 279 [609 206-726 882]
China, 1989,53.86 [49.34-58.91],55.92 [51.04-61.45],51.66 [47.08-56.9],1 423 034 [1 304 101-1 555 578],774 882 [707 989-851 731],648 152 [591 268-714 048]
China, 1988,53.86 [48.96-59.34],55.91 [50.68-61.92],51.67 [46.81-57.19],1 417 542 [1 289 145-1 561 063],770 090 [698 758-852 634],647 452 [587 139-716 711]
China, 1987,53.78 [48.64-59.71],55.79 [50.32-62.23],51.62 [46.44-57.47],1 399 980 [1 266 759-1 553 049],758 483 [684 770-845 374],641 497 [577 504-714 368]
China, 1986,53.8 [48.35-60.2],55.8 [49.98-62.59],51.77 [46.31-58.04],1 323 982 [1 190 389-1 480 616],714 445 [641 358-801 751],609 537 [546 164-683 738]
China, 1985,54.14 [48.29-60.98],56.14 [49.93-63.38],52.03 [46.24-58.76],1 261 956 [1 126 513-1 420 466],679 640 [605 052-767 115],582 316 [517 997-657 155]
China, 1984,54.85 [48.65-62.04],56.87 [50.34-64.56],52.67 [46.56-59.73],1 225 439 [1 087 312-1 385 107],658 868 [583 511-747 301],566 571 [501 152-642 185]
China, 1983,56.03 [49.6-63.52],58 [51.15-66.05],53.88 [47.48-61.22],1 275 581 [1 129 698-1 444 394],684 405 [603 824-778 419],591 176 [521 097-671 105]
China, 1982,57.69 [51-65.35],59.67 [52.53-67.97],55.55 [48.83-63.09],1 324 079 [1 171 373-1 498 558],709 589 [625 166-807 663],614 490 [540 388-697 313]
China, 1981,59.88 [52.86-67.84],62 [54.5-70.64],57.69 [50.7-65.48],1 306 488 [1 154 121-1 479 269],699 538 [615 826-796 527],606 950 [533 914-688 894]
China, 1980,62.73 [55.32-70.89],64.8 [56.94-73.73],60.46 [53.17-68.65],1 333 421 [1 176 683-1 505 930],712 206 [626 088-809 399],621 215 [546 420-704 486]
China, 1979,66.07 [58.29-74.55],68.22 [59.96-77.38],63.8 [56.05-72.29],1 376 057 [1 215 262-1 551 369],732 912 [644 986-830 958],643 145 [565 653-728 341]
China, 1978,70.06 [61.83-78.83],72.28 [63.59-81.68],67.67 [59.5-76.49],1 461 820 [1 291 192-1 643 470],776 812 [683 817-876 347],685 008 [603 002-773 673]
China, 1977,74.52 [65.94-83.49],76.78 [67.61-86.49],72.15 [63.59-81.34],1 635 490 [1 448 297-1 830 448],866 680 [764 390-975 519],768 810 [678 519-866 135]
China, 1976,79.49 [70.47-88.91],81.76 [72.16-91.77],77.04 [68.12-86.69],1 860 184 [1 650 674-2 078 829],983 989 [869 205-1 102 794],876 195 [775 625-984 686]
China, 1975,84.75 [75.37-94.45],87.06 [77.04-97.45],82.32 [72.8-92.42],2 133 836 [1 900 117-2 375 745],1 126 729 [998 246-1 259 271],1 007 107 [891 754-1 129 780]
China, 1974,90.28 [80.14-100.47],92.6 [81.84-103.72],87.78 [77.53-98.43],2 452 886 [2 180 069-2 725 104],1 294 408 [1 145 460-1 447 021],1 158 478 [1 025 028-1 296 736]
China, 1973,95.85 [84.76-106.74],98.18 [86.3-109.98],93.3 [82.03-104.86],,,
China, 1972,101.36 [89.08-113.54],103.76 [90.56-116.77],98.89 [86.38-111.45],,,
China, 1971,107.06 [93.2-120.91],109.37 [94.82-124.29],104.48 [90.41-118.66],,,
China, 1970,112.82 [96.96-129.17],115.16 [98.74-132.64],110.21 [94.19-126.85],,,
China, 1969,118.81 [100.42-139.05],121.24 [102.13-142.2],116.16 [97.86-136.45],,,
Cook Islands, 2021,7.17 [3.93-13.36],7.29 [3.99-13.6],7.02 [3.86-13.08],2 [1-4],1 [1-2],1 [1-2]
Cook Islands, 2020,7.39 [4.19-13.34],7.55 [4.27-13.63],7.24 [4.1-13.01],2 [1-4],1 [1-2],1 [1-2]
Cook Islands, 2019,7.64 [4.47-13.31],7.83 [4.58-13.64],7.44 [4.35-13.01],2 [1-4],1 [1-2],1 [1-2]
Cook Islands, 2018,7.91 [4.77-13.29],8.16 [4.91-13.69],7.64 [4.62-12.88],2 [1-4],1 [1-2],1 [1-2]
Cook Islands, 2017,8.19 [5.11-13.29],8.43 [5.24-13.69],7.95 [4.96-12.94],2 [2-4],1 [1-2],1 [1-2]
Cook Islands, 2016,8.5 [5.46-13.3],8.78 [5.62-13.74],8.21 [5.27-12.87],3 [2-4],1 [1-2],2 [1-2]
Cook Islands, 2015,8.8 [5.84-13.29],9.07 [6.01-13.76],8.5 [5.66-12.85],3 [2-4],1 [1-2],2 [1-2]
Cook Islands, 2014,9.12 [6.27-13.31],9.44 [6.44-13.81],8.79 [6.03-12.9],3 [2-4],2 [1-2],1 [1-2]
Cook Islands, 2013,9.49 [6.7-13.39],9.78 [6.88-13.84],9.16 [6.48-12.95],3 [2-4],2 [1-2],1 [1-2]
Cook Islands, 2012,9.87 [7.2-13.51],10.23 [7.42-14.05],9.49 [6.91-13.04],3 [2-4],2 [1-2],1 [1-2]
Cook Islands, 2011,10.29 [7.73-13.65],10.67 [7.96-14.23],9.9 [7.4-13.21],3 [3-4],2 [1-2],1 [1-2]
Cook Islands, 2010,10.77 [8.32-13.92],11.15 [8.56-14.46],10.36 [7.94-13.48],3 [3-4],2 [1-2],1 [1-2]
Cook Islands, 2009,11.29 [8.94-14.24],11.76 [9.28-14.9],10.79 [8.5-13.72],3 [3-4],2 [1-2],1 [1-2]
Cook Islands, 2008,11.9 [9.66-14.67],12.4 [10.02-15.34],11.39 [9.2-14.09],4 [3-4],2 [2-2],2 [1-2]
Cook Islands, 2007,12.58 [10.41-15.19],13.11 [10.82-15.96],12.01 [9.9-14.52],4 [3-5],2 [2-2],2 [1-2]
Cook Islands, 2006,13.29 [11.22-15.79],13.88 [11.63-16.58],12.67 [10.63-15.12],4 [3-5],2 [2-3],2 [2-2]
Cook Islands, 2005,14.03 [12-16.45],14.74 [12.52-17.33],13.29 [11.3-15.63],4 [4-5],2 [2-3],2 [2-2]
Cook Islands, 2004,14.79 [12.78-17.12],15.49 [13.33-18.02],14.04 [12.07-16.35],5 [4-5],3 [2-3],2 [2-3]
Cook Islands, 2003,15.57 [13.6-17.86],16.32 [14.19-18.84],14.75 [12.8-17.05],5 [4-6],3 [2-3],2 [2-3]
Cook Islands, 2002,16.35 [14.4-18.64],17.24 [15.09-19.76],15.41 [13.46-17.7],6 [5-6],3 [3-3],3 [2-3]
Cook Islands, 2001,17.17 [15.2-19.44],18.08 [15.92-20.58],16.19 [14.23-18.46],6 [6-7],3 [3-4],3 [3-3]
Cook Islands, 2000,18 [16.01-20.26],18.94 [16.73-21.45],17.03 [15.02-19.29],7 [7-8],4 [3-4],3 [3-4]
Cook Islands, 1999,18.91 [16.91-21.17],19.93 [17.68-22.43],17.84 [15.81-20.15],8 [7-9],4 [4-5],4 [3-4]
Cook Islands, 1998,19.89 [17.87-22.21],20.93 [18.67-23.48],18.78 [16.71-21.17],9 [8-11],5 [5-6],4 [4-5]
Cook Islands, 1997,20.86 [18.79-23.24],21.91 [19.64-24.53],19.75 [17.6-22.19],10 [9-12],5 [5-6],5 [4-5]
Cook Islands, 1996,21.75 [19.64-24.19],22.86 [20.47-25.54],20.6 [18.39-23.1],11 [10-13],6 [5-7],5 [5-6]
Cook Islands, 1995,22.52 [20.3-25],23.68 [21.18-26.46],21.3 [19.01-23.9],12 [11-13],6 [6-7],6 [5-6]
Cook Islands, 1994,23.11 [20.78-25.64],24.22 [21.64-27.07],21.94 [19.58-24.6],13 [11-14],7 [6-8],6 [5-7]
Cook Islands, 1993,23.48 [21.15-26.05],24.61 [21.98-27.46],22.34 [19.9-25],13 [12-14],7 [6-8],6 [5-7]
Cook Islands, 1992,23.7 [21.35-26.32],24.87 [22.23-27.77],22.52 [20.08-25.21],13 [12-14],7 [6-8],6 [5-7]
Cook Islands, 1991,23.83 [21.49-26.41],24.97 [22.35-27.86],22.65 [20.19-25.34],13 [11-14],7 [6-8],6 [5-6]
Cook Islands, 1990,23.92 [21.59-26.51],25.04 [22.45-27.95],22.75 [20.28-25.47],12 [11-13],6 [6-7],6 [5-6]
Cook Islands, 1989,24.02 [21.66-26.65],25.14 [22.49-28.07],22.86 [20.35-25.64],12 [11-13],7 [6-7],5 [5-6]
Cook Islands, 1988,24.22 [21.72-26.92],25.27 [22.52-28.25],23.08 [20.47-25.96],11 [10-13],6 [5-7],5 [5-6]
Cook Islands, 1987,24.48 [21.82-27.41],25.48 [22.54-28.65],23.4 [20.67-26.49],11 [10-13],6 [5-7],5 [5-6]
Cook Islands, 1986,24.88 [21.99-28.05],25.86 [22.7-29.32],23.83 [20.92-27.15],12 [10-13],7 [5-7],5 [5-6]
Cook Islands, 1985,25.4 [22.31-28.89],26.35 [22.96-30.16],24.35 [21.23-28.02],12 [11-14],6 [6-7],6 [5-6]
Cook Islands, 1984,26 [22.66-29.9],26.94 [23.37-31.16],24.95 [21.59-29.01],12 [11-14],6 [6-8],6 [5-7]
Cook Islands, 1983,26.68 [23.09-31.02],27.6 [23.71-32.23],25.7 [22.1-30.12],13 [11-15],7 [6-8],6 [5-7]
Cook Islands, 1982,27.45 [23.56-32.19],28.33 [24.18-33.37],26.54 [22.67-31.34],13 [11-16],7 [6-8],6 [5-7]
Cook Islands, 1981,28.31 [24.14-33.51],29.22 [24.73-34.66],27.41 [23.19-32.69],14 [12-16],8 [6-9],6 [5-8]
Cook Islands, 1980,29.27 [24.82-34.95],30.09 [25.33-35.98],28.44 [23.89-34.19],14 [12-17],7 [6-9],7 [6-8]
Cook Islands, 1979,30.33 [25.53-36.4],31.21 [26.13-37.52],29.44 [24.59-35.63],15 [12-18],8 [7-9],7 [6-9]
Cook Islands, 1978,31.47 [26.34-38],32.21 [26.83-38.95],30.77 [25.58-37.37],15 [13-19],8 [7-10],7 [6-9]
Cook Islands, 1977,32.76 [27.27-39.74],33.4 [27.7-40.47],32.07 [26.56-39.14],17 [14-20],9 [7-10],8 [7-10]
Cook Islands, 1976,34.18 [28.37-41.38],34.82 [28.79-42.14],33.55 [27.63-40.95],19 [16-23],10 [8-12],9 [8-11]
Cook Islands, 1975,35.8 [29.69-43.3],36.27 [29.92-43.97],35.29 [29.03-43.02],22 [18-27],11 [9-14],11 [9-13]
Cook Islands, 1974,37.68 [31.22-45.61],37.97 [31.33-46.11],37.37 [30.74-45.5],25 [21-31],13 [11-16],12 [10-15]
Cook Islands, 1973,39.93 [33.09-48.32],40.12 [33-48.7],39.69 [32.74-48.39],29 [24-35],15 [12-18],14 [11-17]
Cook Islands, 1972,42.57 [35.22-51.6],42.56 [34.96-51.8],42.63 [35.09-52.05],32 [26-39],16 [13-20],16 [13-19]
Cook Islands, 1971,45.78 [37.75-55.5],45.33 [37.22-55.19],46.14 [37.91-56.47],35 [29-42],18 [15-21],17 [14-21]
Cook Islands, 1970,49.42 [40.65-59.97],48.68 [39.9-59.33],50.14 [41.08-61.47],38 [31-46],19 [16-23],19 [15-23]
Cook Islands, 1969,53.49 [44.07-65.13],52.33 [42.82-63.72],54.74 [44.8-67.37],41 [34-50],21 [17-25],20 [17-25]
Cook Islands, 1968,58.1 [47.78-70.63],56.28 [46.1-68.74],60.01 [49.08-73.55],45 [37-55],22 [18-27],23 [19-28]
Cook Islands, 1967,63.11 [51.98-76.64],60.67 [49.76-74.15],65.7 [53.74-80.35],49 [41-60],24 [20-30],25 [20-31]
Cook Islands, 1966,68.58 [56.5-83.14],65.3 [53.5-79.51],72.02 [59.06-88.03],54 [45-66],27 [22-32],27 [23-34]
Cook Islands, 1965,74.52 [61.71-89.97],70.28 [57.84-85.26],78.77 [64.77-96.15],60 [50-73],29 [24-35],31 [25-38]
Cook Islands, 1964,80.78 [67.3-97.19],75.49 [62.49-91.17],86.24 [71.22-104.79],66 [55-79],32 [26-38],34 [28-41]
Cook Islands, 1963,87.51 [73.28-104.78],81.18 [67.46-97.58],94.17 [78.24-113.36],71 [59-84],34 [28-41],37 [31-44]
Cook Islands, 1962,94.67 [79.57-112.68],87.01 [72.74-104.09],102.59 [85.81-122.88],76 [64-90],36 [30-43],40 [33-47]
Cook Islands, 1961,102.2 [86.33-120.62],93.27 [78.4-111.02],111.24 [93.66-132.57],80 [68-95],38 [32-45],42 [36-50]
Cook Islands, 1960,109.96 [93.49-129.24],99.79 [84.1-117.86],120.51 [101.87-142.66],85 [72-99],40 [34-47],45 [38-53]
Cook Islands, 1959,118.11 [100.81-138.19],106.56 [90.28-125.22],130.21 [110.5-153.04],89 [76-104],41 [35-49],48 [40-55]
Cook Islands, 1958,126.68 [108.39-147.6],113.38 [96.26-133.52],140.19 [119.58-164.7],93 [79-108],43 [37-50],50 [42-58]
Cook Islands, 1957,135.15 [115.54-158.34],120.46 [102.08-142.14],150.39 [127.74-176.66],97 [83-113],45 [38-52],52 [44-61]
Cook Islands, 1956,143.83 [122.75-169.94],127.72 [108-152.24],160.93 [136.02-190.79],101 [87-119],46 [39-55],55 [46-65]
Cook Islands, 1955,152.87 [129.07-183.64],134.99 [112.97-163.58],171.67 [144.19-207.55],,,
Cook Islands, 1954,162.25 [134.75-199.94],142.66 [117.56-176.93],182.88 [150.94-225.95],,,
Cook Islands, 1953,172.02 [139.43-219.27],150.67 [120.95-192.31],194.98 [157.14-248.55],,,
Cook Islands, 1952,182.34 [143.1-241.7],158.8 [123.4-211.09],207.13 [161.35-275.46],,,
Cook Islands, 1951,193.16 [145.75-267.38],167.45 [125.27-232.18],220.06 [164.81-304.59],,,
Fiji, 2021,27.73 [24.82-30.88],29.94 [26.71-33.48],25.42 [22.61-28.52],501 [449-559],279 [250-313],222 [197-249]
Fiji, 2020,27.48 [25.33-29.77],29.65 [27.21-32.28],25.2 [23.03-27.51],504 [465-547],281 [258-307],223 [204-244]
Fiji, 2019,26.94 [25.35-28.62],29.08 [27.22-31.04],24.71 [23.04-26.48],502 [472-534],280 [263-299],222 [207-238]
Fiji, 2018,26.27 [25-27.62],28.35 [26.81-29.96],24.09 [22.68-25.58],497 [473-522],277 [262-293],220 [207-233]
Fiji, 2017,25.61 [24.39-26.89],27.62 [26.13-29.17],23.49 [22.17-24.9],493 [470-518],275 [261-291],218 [206-231]
Fiji, 2016,25 [23.73-26.34],26.94 [25.41-28.54],22.95 [21.61-24.4],491 [466-517],274 [258-290],217 [205-231]
Fiji, 2015,24.48 [23.18-25.86],26.35 [24.83-27.96],22.5 [21.15-23.94],486 [461-514],270 [255-287],216 [203-230]
Fiji, 2014,24.06 [22.8-25.4],25.89 [24.4-27.43],22.15 [20.84-23.56],482 [456-508],268 [253-284],214 [201-228]
Fiji, 2013,23.77 [22.61-25.02],25.56 [24.15-27.02],21.92 [20.7-23.25],478 [455-503],265 [251-281],213 [201-226]
Fiji, 2012,23.65 [22.61-24.76],25.4 [24.11-26.73],21.83 [20.71-23.04],478 [457-501],265 [252-279],213 [202-225]
Fiji, 2011,23.65 [22.72-24.64],25.37 [24.2-26.59],21.85 [20.81-22.94],484 [465-505],268 [256-281],216 [206-227]
Fiji, 2010,23.72 [22.86-24.64],25.43 [24.34-26.59],21.92 [20.95-22.98],494 [476-513],274 [262-286],220 [211-231]
Fiji, 2009,23.81 [23.01-24.66],25.52 [24.48-26.58],22.04 [21.11-23.01],502 [485-520],278 [267-290],224 [215-234]
Fiji, 2008,23.85 [23.07-24.66],25.5 [24.51-26.54],22.12 [21.2-23.05],506 [490-523],279 [269-291],227 [217-236]
Fiji, 2007,23.76 [22.99-24.53],25.35 [24.39-26.35],22.09 [21.19-22.98],504 [488-520],278 [267-289],226 [217-236]
Fiji, 2006,23.55 [22.79-24.31],25.07 [24.13-26.06],21.95 [21.05-22.83],495 [479-511],272 [262-283],223 [214-232]
Fiji, 2005,23.27 [22.51-24.03],24.74 [23.81-25.73],21.72 [20.83-22.61],485 [469-501],266 [256-277],219 [210-227]
Fiji, 2004,22.96 [22.2-23.72],24.37 [23.45-25.33],21.47 [20.58-22.35],478 [462-493],262 [252-272],216 [207-225]
Fiji, 2003,22.7 [21.92-23.47],24.05 [23.1-25.02],21.28 [20.39-22.17],470 [453-485],257 [247-267],213 [204-221]
Fiji, 2002,22.54 [21.74-23.36],23.87 [22.88-24.88],21.15 [20.22-22.08],462 [446-479],252 [243-264],210 [200-219]
Fiji, 2001,22.51 [21.62-23.44],23.85 [22.77-24.95],21.1 [20.12-22.14],458 [440-477],250 [240-263],208 [198-218]
Fiji, 2000,22.58 [21.53-23.71],23.93 [22.69-25.24],21.17 [20.05-22.37],458 [437-481],250 [238-265],208 [197-219]
Fiji, 1999,22.76 [21.49-24.16],24.15 [22.7-25.74],21.3 [20-22.73],462 [436-490],253 [238-270],209 [196-223]
Fiji, 1998,23.04 [21.49-24.79],24.47 [22.73-26.41],21.57 [19.97-23.3],471 [439-506],258 [240-279],213 [197-230]
Fiji, 1997,23.45 [21.55-25.57],24.91 [22.83-27.26],21.91 [20.02-24.02],485 [446-529],266 [244-292],219 [200-240]
Fiji, 1996,23.94 [21.7-26.46],25.48 [23.01-28.25],22.34 [20.13-24.84],502 [455-555],276 [249-306],226 [204-252]
Fiji, 1995,24.55 [21.91-27.52],26.14 [23.27-29.4],22.87 [20.34-25.72],520 [465-583],286 [255-322],234 [208-264]
Fiji, 1994,25.24 [22.29-28.64],26.92 [23.67-30.62],23.49 [20.64-26.71],544 [480-617],299 [264-341],245 [215-278]
Fiji, 1993,26.05 [22.77-29.88],27.77 [24.14-31.93],24.23 [21.06-27.79],573 [501-657],315 [275-363],258 [224-295]
Fiji, 1992,26.97 [23.38-31.1],28.77 [24.88-33.28],25.06 [21.61-28.97],605 [525-698],333 [288-386],272 [234-314]
Fiji, 1991,28 [24.14-32.38],29.87 [25.71-34.65],25.99 [22.29-30.18],637 [550-736],351 [302-407],286 [245-332]
Fiji, 1990,29.07 [24.96-33.7],31.07 [26.62-36.12],26.97 [23.04-31.44],666 [571-771],368 [315-427],298 [255-347]
Fiji, 1989,30.19 [25.87-35.11],32.27 [27.59-37.65],27.99 [23.88-32.65],694 [595-806],383 [328-447],311 [265-362]
Fiji, 1988,31.36 [26.84-36.51],33.5 [28.64-39.12],29.08 [24.79-34.02],724 [620-842],400 [342-467],324 [277-379]
Fiji, 1987,32.62 [27.9-38.05],34.84 [29.79-40.74],30.2 [25.75-35.42],752 [643-877],416 [355-485],336 [287-394]
Fiji, 1986,33.92 [29-39.52],36.26 [30.93-42.48],31.4 [26.77-36.76],782 [668-910],433 [369-505],349 [298-409]
Fiji, 1985,35.3 [30.21-41.29],37.79 [32.27-44.29],32.71 [27.84-38.3],815 [698-952],450 [385-528],365 [311-427]
Fiji, 1984,36.86 [31.43-43.19],39.37 [33.56-46.31],34.16 [29.07-40.1],843 [720-987],465 [397-547],378 [322-443]
Fiji, 1983,38.55 [32.86-45.26],41.2 [35.04-48.55],35.71 [30.32-42.06],870 [742-1 020],480 [409-565],390 [331-458]
Fiji, 1982,40.39 [34.43-47.38],43.12 [36.7-50.83],37.51 [31.89-44.11],897 [766-1 051],494 [422-582],403 [343-473]
